panel,cfg_weight,anchor_target_rho,blocks,split_incidence,expected_seed_count,conditional_lpips,unconditional_lpips,conditional_dino,unconditional_dino,descendant_rate
official_cfg1,1.0,0.3,16,0.15369022590358236,0.16587766942396298,0.012020578776926527,0.0018373585437963353,0.011060229502618313,0.0015874980020055514,0.03529094827586207
official_cfg1,1.0,0.5,16,0.08757842045431957,0.09114076560469574,0.04115248140971062,0.003523373387977712,0.026617025956511497,0.002353629087552953,0.0826271186440678
primary_cfg3,3.0,0.3,40,0.1996664585202608,0.2218380160627523,0.010380144424251548,0.0021395707610797803,0.004568511247634887,0.0009028909567992636,0.04563577586206897
primary_cfg3,3.0,0.5,40,0.12795693510090772,0.13590635606825213,0.030755900288842584,0.004105587906137741,0.01398958507925272,0.0017581214816485956,0.0894332627118644
