panel,cfg_weight,block_id,anchor_target_rho,lpips_alex,dino_cosine_distance,seed_count,severity_tv,severity_surprisal,connected_components,bounding_box_area,D_desc_rate,descendant_count,first_descendant_step,maximum_seed_to_descendant_radius,descendant_connected_components,descendant_fraction_distance_le_5,split_incidence,expected_seed_count,single_seed_probability,multi_seed_probability,unconditional_lpips_alex,unconditional_dino_cosine_distance
primary_cfg3,3.0,P3S_B021,0.5,0.045924552250653505,0.013080663979053497,1.0,0.017060015313234457,6.458687256742813,1.0,1.0,0.1292372881355932,15.25,25.375,16.875,11.0,0.37041151345148543,0.13712649431151802,0.14599113751441314,0.12857295885953185,0.008553535451986068,0.00629747285295825,0.001793705594714558
primary_cfg3,3.0,P3S_B022,0.3,0.01610393900773488,0.00572340190410614,1.0,0.017373961457969152,7.558883821193205,1.0,1.0,0.08405172413793104,4.875,30.5,10.0,5.125,0.49166666666666664,0.17672903982676802,0.19299086751254324,0.16133280381507725,0.015396236011690911,0.0028460336782658207,0.001011491323055374
primary_cfg3,3.0,P3S_B022,0.5,0.02944026471050165,0.013577699661254883,1.125,0.024864947439024954,5.161086058936471,1.125,9.875,0.07415254237288135,8.75,26.875,11.75,7.75,0.4259963768115942,0.12403786402602646,0.13104861207586854,0.11723720760226913,0.006800656423757378,0.003651707551051429,0.0016841488643689587
primary_cfg3,3.0,P3S_B023,0.3,0.006489460201464681,0.003956526517868042,1.0,0.024926207124437216,6.215385745628958,1.0,1.0,0.023706896551724137,1.375,30.5,5.0,1.875,0.46875,0.27011412367790033,0.31059432495177763,0.23300522170690166,0.03710890197099875,0.0017528948554612427,0.0010687136931823006
primary_cfg3,3.0,P3S_B023,0.5,0.03496590091526741,0.018111810088157654,1.375,0.04505218426572331,7.169902081195506,1.375,12.875,0.09533898305084745,11.25,27.0,12.625,8.625,0.5649114774114774,0.18566787613286395,0.20161173197262472,0.17043404931496692,0.015233826817896973,0.006492044560009864,0.003362781311990011
primary_cfg3,3.0,P3S_B024,0.3,0.0025149843233975844,0.0015716999769210815,1.125,0.018154307608145234,2.944179396038473,1.125,2.375,0.032327586206896554,1.875,30.4,5.0,2.25,0.4708333333333333,0.1431021935999124,0.15316565237758623,0.13343942593448155,0.009662767665431038,0.0003598997735475858,0.00022491371437833845
primary_cfg3,3.0,P3S_B024,0.5,0.010273439195771061,0.0048382580280303955,1.0,0.015163424397693696,4.336447743641283,1.0,1.0,0.06991525423728814,8.25,26.625,15.0,6.875,0.29196859903381644,0.1126694598702408,0.11852669652226268,0.10697784530818713,0.005691614562053442,0.0011575028451972864,0.000545123918731041
primary_cfg3,3.0,P3S_B025,0.3,0.01936003626906313,0.0025225654244422913,1.25,0.021585055122461012,5.491980885281469,1.25,16.625,0.07112068965517242,4.125,30.5,11.5,4.5,0.384375,0.21893287551345963,0.24483076486036082,0.19478776830538347,0.024145107208076284,0.004238548410430862,0.0005522725020439816
primary_cfg3,3.0,P3S_B025,0.5,0.03142679779557511,0.00646403431892395,1.125,0.02131312767635437,5.065228586209197,1.125,3.875,0.0805084745762712,9.5,26.142857142857142,12.125,7.75,0.37317890442890445,0.132100382592647,0.14035961658916649,0.12412369261407084,0.007976689978576224,0.004151492012457228,0.0008539014066218543
primary_cfg3,3.0,P3S_B026,0.3,0.010779816278954968,0.001605495810508728,1.0,0.015240025831131685,7.602476465571834,1.0,1.0,0.04310344827586207,2.5,30.428571428571427,9.5,2.875,0.5895833333333333,0.18132716240960922,0.198547114063984,0.1650533050175057,0.01627385739210333,0.001954673497159817,0.0002911199995800633
primary_cfg3,3.0,P3S_B026,0.5,0.03209277510177344,0.004998482763767242,1.25,0.018221047034170813,6.646246821036986,1.25,10.875,0.07627118644067797,9.0,26.25,13.25,7.875,0.4133319805194805,0.11517726421348384,0.1214192710298336,0.10912230087595237,0.006054963337531414,0.0036963580372408756,0.0005757115699489647
primary_cfg3,3.0,P3S_B027,0.3,0.019968860786320874,0.007934831082820892,1.0,0.015929136275613754,7.309954096882369,1.0,1.0,0.05387931034482759,3.125,30.285714285714285,9.25,3.375,0.30446428571428574,0.1882055721642264,0.2068824533936032,0.1706000778405068,0.017605494323719564,0.0037582508697573042,0.001493379423968794
primary_cfg3,3.0,P3S_B027,0.5,0.06427934858947992,0.035131655633449554,1.0,0.025643190279759292,6.995324148766255,1.0,1.0,0.13347457627118645,15.75,25.375,12.625,11.625,0.51724666616908,0.15992785196789494,0.17208616669123783,0.1482645956087078,0.011663256359187,0.010280058145811061,0.005618530221533383
primary_cfg3,3.0,P3S_B028,0.3,0.00841501503600739,0.0021955445408821106,1.125,0.022336033104286918,6.295480361468776,1.125,5.0,0.034482758620689655,2.0,30.428571428571427,4.875,2.75,0.75,0.21973321507465016,0.24570405394351338,0.1955110119592388,0.02422220311541149,0.0018490583087634267,0.00048243406080762284
primary_cfg3,3.0,P3S_B028,0.5,0.028135866508819163,0.009649857878684998,1.0,0.02316681816476157,7.201051119483734,1.0,1.0,0.10063559322033899,11.875,25.75,15.375,9.625,0.48761978761978764,0.14373084290662752,0.1531202903436364,0.1346649473715987,0.009065895535028758,0.004043991809220929,0.0013869822068325554
primary_cfg3,3.0,P3S_B029,0.3,0.009639269235776737,0.010388650000095367,1.0,0.01832394353892238,7.65871828315969,1.0,1.0,0.05172413793103448,3.0,30.375,6.875,3.5,0.6994047619047619,0.1825246415258278,0.19988742407494492,0.16611289235269727,0.016411749173130513,0.0017594041618310891,0.001896184617204698
primary_cfg3,3.0,P3S_B029,0.5,0.047496548417257145,0.048884838819503784,1.0,0.017091209130624792,6.634115839798294,1.0,1.0,0.1610169491525424,19.0,25.125,15.0,12.0,0.45843048713738366,0.12295174204925852,0.13004162425421253,0.11608553626884184,0.006866205780416613,0.005839783369228718,0.006010476092655209
primary_cfg3,3.0,P3S_B030,0.3,0.014674311867565848,0.009568445384502411,1.125,0.025032770604211607,5.613269268422664,1.125,7.625,0.05387931034482758,3.125,30.75,8.125,3.625,0.65625,0.20572093762935006,0.22810108692854372,0.18472791622022774,0.02099302140912211,0.003018813196461145,0.001968429556155063
primary_cfg3,3.0,P3S_B030,0.5,0.03619299884303473,0.030955582857131958,1.25,0.01928080398344587,4.845200210644675,1.25,6.75,0.09957627118644068,11.75,26.125,11.375,7.875,0.6197216386554621,0.11412416725241548,0.12023247580790004,0.10819627827070984,0.005927888981705469,0.004130495853328975,0.003532780115383333
primary_cfg3,3.0,P3S_B031,0.3,0.017093428527005017,0.00705854594707489,1.0,0.021579932284639308,5.122525248842265,1.0,1.0,0.0625,3.625,30.0,10.375,4.125,0.6020833333333333,0.2123533488070325,0.2365242894379416,0.18975659976035503,0.022596749046677654,0.003629846790303176,0.0014989058695696596
primary_cfg3,3.0,P3S_B031,0.5,0.030951250693760812,0.013069353997707367,1.0,0.017674711136806822,6.443256640312874,1.0,1.0,0.07733050847457627,9.125,26.125,13.5,7.25,0.5258771929824562,0.13698826716108203,0.14593503370531244,0.1283620374734806,0.008626229687601392,0.004239958199006532,0.0017903481570606923
primary_cfg3,3.0,P3S_B032,0.3,0.006602280889637768,0.002404637634754181,1.125,0.01573323344802556,5.249759912739186,1.125,2.75,0.03879310344827586,2.25,30.666666666666668,10.5,3.0,0.34375,0.15828007840069858,0.17115566877926697,0.14601412950059917,0.012265948900099365,0.0010450095368353,0.00038060623335416213
primary_cfg3,3.0,P3S_B032,0.5,0.02110088150065792,0.009814366698265076,1.0,0.013365606679478309,4.628794562929353,1.0,1.0,0.09533898305084745,11.25,25.5,8.75,9.375,0.3477764423076923,0.09767393525399848,0.10207130548958981,0.09338554819618991,0.004288387057808452,0.002061006133497556,0.0009586078174453419
primary_cfg3,3.0,P3S_B033,0.3,0.007440816058078781,0.000871710479259491,1.0,0.019891234232069215,4.5533403033874364,1.0,1.0,0.023706896551724137,1.375,30.833333333333332,7.25,1.875,0.4875,0.22177976152209433,0.24828462679430557,0.1970783490938078,0.02470141242828666,0.001650222410890482,0.00019332774220648047
primary_cfg3,3.0,P3S_B033,0.5,0.030311238690046594,0.005318842828273773,1.25,0.03197929437356918,6.300636487288096,1.25,11.375,0.08792372881355932,10.375,25.428571428571427,11.75,8.375,0.42124368686868685,0.14594472066321973,0.1559503124732925,0.13630786473710504,0.009636855926114641,0.004423765263575029,0.0007762570308239854
primary_cfg3,3.0,P3S_B034,0.3,0.009765054943272844,0.004155486822128296,1.0,0.018888119693810167,7.600570039286032,1.0,1.0,0.034482758620689655,2.0,30.571428571428573,7.375,2.125,0.5833333333333333,0.20576096929989895,0.22827391270483366,0.18465728683619598,0.021103682463702977,0.0020092671703945903,0.000855036996434075
primary_cfg3,3.0,P3S_B034,0.5,0.03532786117284559,0.017334863543510437,1.125,0.02202067914112629,6.643290126682978,1.125,7.125,0.1048728813559322,12.375,25.714285714285715,13.375,9.5,0.374698490507314,0.13331242890916284,0.14164985104066444,0.12525766913460956,0.008054759774553272,0.004709642981117751,0.0023109527637942737
primary_cfg3,3.0,P3S_B035,0.3,0.008807093887298834,0.0032389163970947266,1.0,0.01695167739285244,4.892879238424167,1.0,1.0,0.032327586206896554,1.875,30.714285714285715,6.125,2.375,0.6145833333333334,0.19977114953202768,0.2209173172564775,0.1799094596329864,0.019861689899041378,0.0017594032699021823,0.000647042051885747
primary_cfg3,3.0,P3S_B035,0.5,0.020386133316605992,0.006680160760879517,1.0,0.013875704518120516,4.596179662547029,1.0,1.0,0.0625,7.375,26.75,10.0,5.75,0.5674719887955182,0.10750937747750866,0.11276291292160864,0.1023932674309185,0.005116110046590112,0.002191700502041809,0.0007181799248518375
primary_cfg3,3.0,P3S_B036,0.3,0.019684338272782043,0.006701365113258362,1.0,0.015306738049535225,6.941436334790274,1.0,1.0,0.04741379310344827,2.75,30.428571428571427,8.5,2.75,0.5208333333333333,0.20355624908351377,0.225694717173354,0.18280381072910906,0.020752438354404754,0.0040068700644985645,0.0013641047461939886
primary_cfg3,3.0,P3S_B036,0.5,0.06955391820520163,0.029066570103168488,1.0,0.015784151908912934,7.058326482110728,1.0,1.0,0.11652542372881355,13.75,25.375,15.5,10.25,0.4027820910973085,0.11329273942824736,0.11926668615570647,0.10749173907432366,0.005801000353923854,0.007879953931435538,0.0032930313527711522
primary_cfg3,3.0,P3S_B037,0.3,0.0019198417805341705,0.004753187298774719,1.125,0.01379639571470656,3.0472175229863323,1.125,3.5,0.02586206896551724,1.5,30.6,5.875,2.25,0.23958333333333331,0.1030387200263353,0.10806555557503504,0.09815094186945757,0.004887778156877758,0.00019781803971932144,0.0004897623353111812
primary_cfg3,3.0,P3S_B037,0.5,0.0026048843302817204,0.011191658675670624,1.125,0.014420979130651242,2.6183285213365752,1.125,6.875,0.0413135593220339,4.875,26.571428571428573,12.25,4.875,0.384375,0.09332945072451027,0.0972035565390274,0.08954053707425501,0.003788913650255132,0.00024311242374607675,0.0010445113568965394
primary_cfg3,3.0,P3S_B038,0.3,0.004068389925123483,0.0021263062953948975,1.0,0.017159004240947816,6.225156873900089,1.0,1.0,0.021551724137931036,1.25,30.8,4.0,1.875,0.5,0.20133560943470885,0.22275091543362638,0.18122361472231463,0.020111994712394273,0.000819111764992766,0.00042810117382818976
primary_cfg3,3.0,P3S_B038,0.5,0.012595812557265162,0.004255436360836029,1.25,0.021250228873100012,5.616846727305249,1.25,9.25,0.06779661016949153,8.0,26.75,9.5,6.5,0.6890823637147167,0.11141172617536865,0.11719444572824138,0.10579397736658218,0.005617748808786532,0.0014033212195862963,0.00047410551059017095
primary_cfg3,3.0,P3S_B039,0.3,0.007255146294482984,0.003113165497779846,1.25,0.023514307137635734,6.721470960988768,1.25,8.375,0.04956896551724138,2.875,30.875,8.5,3.875,0.60625,0.21782698510660137,0.2431990042767171,0.19413388169213025,0.02369310341447105,0.001580366643834559,0.0006781314545192757
primary_cfg3,3.0,P3S_B039,0.5,0.016098494539619423,0.005897432565689087,1.25,0.02548367795467243,4.623938266704313,1.25,7.125,0.06567796610169492,7.75,25.875,14.625,6.875,0.5001262626262626,0.15863814935568377,0.170714774366289,0.14705840751677754,0.011579741838906124,0.002553835381177806,0.0009355577881708587
