block_id,anchor_target_rho,lpips_alex,prediction_S0,prediction_S1,abs_error_S0,abs_error_S1,propagation_contribution,rank_y,rank_c
P3S_B010,0.3,0.005190829746425152,-0.002095583497995459,0.00728186010437114,0.007286413244420611,0.0020910303579459878,0.009377443602366599,135.0,293.0
P3S_B010,0.3,4.649030961445533e-05,0.004530095013477495,0.002802937698639388,0.0044836047038630394,0.0027564473890249325,-0.001727157314838107,17.0,146.0
P3S_B010,0.3,0.004268058110028505,0.0031787186255328725,0.005920954880009993,0.0010893394844956328,0.0016528967699814875,0.0027422362544771203,114.0,220.0
P3S_B010,0.5,9.209191193804145e-05,0.025941802465894045,0.003245705561406069,0.025849710553956004,0.0031536136494680275,-0.022696096904487977,13.0,22.5
P3S_B010,0.5,0.0064214435406029224,0.02632909469091036,0.01582722395619693,0.01990765115030744,0.009405780415594006,-0.010501870734713432,57.0,121.0
P3S_B010,0.5,0.0161434393376112,0.026230414422079504,0.018146048989340444,0.010086975084468305,0.002002609651729246,-0.00808436543273906,113.0,138.0
P3S_B010,0.5,0.03613418713212013,0.033525296846144526,0.05585148818487378,0.002608890285975607,0.019717301052753648,0.022326191338729255,208.0,279.0
P3S_B010,0.5,4.9762820708565414e-05,0.02632909469091036,0.003399803605674233,0.026279331870201796,0.0033500407849656674,-0.022929291085236128,9.0,19.0
P3S_B010,0.5,0.010308684781193733,0.03451336879260758,0.020810575448383578,0.024204684011413846,0.010501890667189845,-0.013702793344224001,74.0,91.0
P3S_B010,0.5,4.297710256651044e-05,0.025941802465894045,0.003245705561406069,0.025898825363327535,0.0032027284588395585,-0.022696096904487977,8.0,22.5
P3S_B010,0.5,0.0021989985834807158,0.02665454750766183,0.003958652572468427,0.024455548924181114,0.001759653988987711,-0.022695894935193403,26.0,24.0
P3S_B011,0.3,0.006827882025390863,0.013642432861868125,0.010072376266082867,0.0068145508364772615,0.0032444942406920033,-0.003570056595785258,159.0,108.0
P3S_B011,0.3,0.010542431846261024,0.011527956328844662,0.015694406220859228,0.0009855244825836378,0.005151974374598203,0.0041664498920145655,197.0,238.0
P3S_B011,0.3,0.0035798640456050634,0.01036674069801714,0.0047274861582390325,0.0067868766524120765,0.001147622112633969,-0.005639254539778107,98.0,72.0
P3S_B011,0.3,0.0042281076312065125,0.011946993375347298,0.005175728078515275,0.007718885744140785,0.0009476204473087627,-0.006771265296832023,113.0,55.0
P3S_B011,0.3,0.0013235670048743486,0.014929227537228511,0.00481804008305892,0.013605660532354163,0.0034944730781845713,-0.010111187454169591,46.0,16.0
P3S_B011,0.3,0.0052801440469920635,0.006470856503544618,0.0032638477168832995,0.0011907124565525545,0.002016296330108764,-0.0032070087866613185,140.0,114.0
