cell_id,anchor_target_rho,blocks,split_incidence,conditional_lpips,unconditional_lpips,conditional_dino,unconditional_dino,conditional_jsd,unconditional_jsd,conditional_descendant_rate
W4_L1.00,0.3,24,0.987788580554406,0.029660489260284823,0.029406957061375888,0.02820962977906068,0.027222761118056337,0.00491850086238325,0.004723388216846426,0.10883620689655173
W4_L1.00,0.5,24,0.9366761654189671,0.05433646847829247,0.05143084987552763,0.04650117022295793,0.042969166230257226,0.010261217051114121,0.009119514327055692,0.13885946327683615
W8_L1.00,0.1,48,0.5007877886356732,0.00444098839364937,0.002266820112105543,0.003435110362867514,0.0016988192341593769,0.0006106007924948642,0.00028034342388370495,0.0
W8_L1.00,0.3,48,0.2132270581383072,0.010126207541587032,0.0022128715651916586,0.007432344990471999,0.0015122826628142664,0.001558495656475441,0.0002836318826726162,0.03820941091954023
W8_L1.00,0.5,48,0.12975578003599278,0.0301262156085594,0.003927331054228479,0.022269535188873608,0.002829580243501422,0.004860563553667892,0.0005525701994254902,0.07722016242937853
W8_L1.00,0.7,48,0.10207005103891646,0.0759373203199963,0.007868669387964919,0.05633962946012616,0.005638779357870959,0.010492174999152818,0.0009438787824719271,0.160849171539961
W8_L1.00,0.9,48,0.08328993384380197,0.21451305256992384,0.017798257318193265,0.15240482411657771,0.01213285420851778,0.024951630505114508,0.0018011897778290652,0.39993547197640117
